id,count
487,70
17438,70
1766,70
17526,70
6193,70
3420,70
20722,70
7090,70
8186,70
17650,70
2114,70
21301,70
20187,70
4432,70
3778,70
15655,70
3543,70
6443,70
9808,70
12218,70
19042,70
1931,70
6353,70
19558,70
20694,70
5899,70
8960,70
11072,70
14833,70
7100,70
21993,70
11836,70
4388,70
3440,69
12563,69
15129,69
9844,69
7381,69
12154,69
15820,69
6142,69
323,69
15035,69
5124,69
19261,69
1518,69
11444,69
18109,69
6799,69
7804,69
21054,69
11964,69
3718,69
4074,69
6245,69
10827,69
6946,69
18806,69
4855,69
19851,69
10083,69
502,68
1895,68
2153,68
11013,68
12574,68
2348,68
21334,68
10810,68
2318,68
185,68
16073,68
20672,68
4640,68
19946,68
13435,68
14133,68
20146,68
15879,68
8842,68
8567,68
13453,68
9637,68
19937,68
15524,68
3829,68
16970,68
19050,68
15641,68
5229,68
9712,67
8495,67
2014,67
18513,67
2491,67
22022,67
14233,67
4764,67
4456,67
10245,67
14204,67
19458,67
3769,67
3493,67
9143,67
20308,67
15082,67
16823,67
3889,67
15936,67
14212,67
22028,67
3448,67
19481,67
17339,67
10351,67
13416,67
15466,67
16533,67
3642,67
4057,67
7221,67
18866,67
17092,67
10066,67
20015,67
11631,67
2236,67
7584,67
20148,67
5572,66
17682,66
18905,66
20022,66
2572,66
41,66
8177,66
19412,66
13119,66
8897,66
8467,66
20589,66
20375,66
9486,66
11905,66
9225,66
2856,66
19509,66
12996,66
7083,66
5314,66
19341,66
2851,66
1370,66
1613,66
9653,66
11762,66
15063,66
13369,66
12329,66
2814,66
4687,66
10443,66
1634,66
4872,65
6605,65
4625,65
15620,65
18379,65
1548,65
9028,65
12992,65
8164,65
11963,65
1328,65
19599,65
19383,65
9896,65
12997,65
15858,65
16251,65
20658,65
15436,65
10264,65
19735,65
9044,65
18087,65
20713,65
7104,65
3941,65
6916,65
7418,65
5713,65
13071,64
6763,64
17870,64
3964,64
10539,64
20490,64
738,64
9760,64
742,64
20645,64
4887,64
2286,64
9689,64
7869,64
19083,64
12456,64
19365,64
21355,64
15228,64
3856,64
4183,64
17882,64
20349,64
20092,64
20543,64
12239,64
18979,64
20257,63
2497,63
12348,63
2041,63
20245,63
8769,63
14241,63
3921,63
959,63
8197,63
511,63
6583,63
3498,63
13102,63
7132,63
19936,63
5845,63
12581,63
218,63
15696,63
995,63
18296,63
18012,63
9174,63
10496,63
6107,63
13382,63
3694,63
1500,63
20206,63
7171,63
5283,63
3466,63
10850,63
12076,63
12065,63
4869,63
15130,63
7233,62
17125,62
19438,62
12613,62
19967,62
4506,62
12124,62
15851,62
17428,62
2573,62
7235,62
17452,62
16616,62
4445,62
22207,62
5571,62
22140,62
16447,62
697,62
17909,62
10173,62
13721,62
2768,62
5767,62
631,62
12298,62
12836,62
21932,62
11033,62
13151,62
20218,62
6516,62
14005,61
8977,61
7478,61
21536,61
11870,61
3005,61
17549,61
15261,61
16676,61
18322,61
6503,61
12381,61
16212,61
7259,61
16129,61
2142,61
13511,61
15405,61
21371,61
15399,61
12837,61
17574,61
12193,61
2103,61
2827,61
5322,61
15657,61
7625,61
11059,61
9461,61
10362,61
14772,61
16276,60
13859,60
13303,60
4657,60
12037,60
13727,60
15381,60
3863,60
15500,60
3095,60
13100,60
10408,60
4611,60
15929,60
746,60
141,60
12153,60
16302,60
186,60
21756,60
2450,60
5023,60
6020,60
8687,60
690,60
12077,60
18301,60
21814,60
9315,60
5982,60
311,60
2068,60
16720,60
15835,60
20383,60
13386,60
14832,59
5692,59
9321,59
16422,59
8157,59
4863,59
9455,59
3868,59
17221,59
21509,59
5206,59
3449,59
14346,59
5615,59
957,59
3184,59
5681,59
9773,59
13497,59
21221,59
6554,59
17459,59
22243,59
18418,59
22094,59
1965,59
285,59
16519,59
2927,58
17558,58
1532,58
19747,58
7586,58
12224,58
752,58
4574,58
13794,58
22400,58
22450,58
7145,58
2586,58
1124,58
7520,58
6101,58
16680,58
14652,58
15760,58
20791,58
22421,58
11583,58
2347,58
17841,58
21672,58
1354,58
15973,58
15619,58
13237,58
14533,58
10571,58
22289,58
10025,58
20159,58
11453,58
22224,58
15272,58
15660,58
2781,58
2340,58
4874,58
9646,58
1349,58
16954,58
9940,58
8987,58
1325,58
7635,57
20062,57
16181,57
16971,57
14115,57
10281,57
14975,57
15107,57
13225,57
17883,57
933,57
16017,57
15987,57
138,57
21734,57
20029,57
6112,57
14682,57
11857,57
6029,57
3016,57
5863,57
19738,57
13062,57
5408,57
7854,57
6302,57
233,57
1065,57
20545,57
13,57
10618,57
9601,57
5989,57
19240,57
12544,57
19038,57
9774,57
13106,57
21155,57
15935,57
15454,57
16630,57
12978,57
1834,57
6339,57
14361,56
12047,56
13200,56
9623,56
2841,56
15313,56
5035,56
98,56
4961,56
16646,56
4018,56
20768,56
7305,56
11509,56
4739,56
610,56
13202,56
13362,56
13957,56
18283,56
3903,56
9336,56
12331,56
17289,56
17604,56
2328,56
6477,56
7971,56
12739,56
3020,56
17876,56
16208,56
21618,56
9904,56
16889,56
10335,56
5492,56
12896,56
1182,56
302,56
13027,56
7072,56
4858,56
11867,56
6321,56
19147,56
3479,56
14473,56
5603,56
22170,55
15677,55
2215,55
11254,55
420,55
21354,55
13287,55
11669,55
18183,55
8208,55
20839,55
21408,55
19610,55
3211,55
10461,55
9437,55
10048,55
5202,55
10733,55
16218,55
4775,55
426,55
308,55
18727,55
11786,55
18353,55
1020,55
9900,55
14317,55
19836,55
7173,55
11671,55
6819,55
12449,55
9047,55
20897,55
17454,54
21041,54
6044,54
3636,54
18611,54
18698,54
21457,54
3474,54
7644,54
16587,54
20365,54
16472,54
16901,54
1909,54
17103,54
7011,54
9462,54
11517,54
2680,54
213,54
9667,54
6773,54
18317,54
774,54
1234,54
15519,54
15165,54
2847,54
165,54
11413,54
848,54
12139,54
5298,54
15017,54
12908,54
2048,54
9728,54
8615,54
15243,54
10091,53
8253,53
4229,53
9253,53
15503,53
10905,53
10515,53
18606,53
13795,53
19749,53
7101,53
16167,53
10698,53
18723,53
9030,53
6951,53
12939,53
11336,53
9325,53
3561,53
14570,53
16643,53
7062,53
3588,53
18996,53
16264,53
1153,53
5547,53
7821,53
19109,53
13731,53
21948,53
15267,53
2734,53
9927,53
22164,53
15570,53
15433,53
17588,53
1194,53
7887,53
19020,53
1324,53
10022,53
13850,53
1375,53
17323,53
20398,53
4246,53
8719,53
5488,53
14144,53
9674,53
11778,53
8878,53
21284,53
17490,53
15992,52
15603,52
11627,52
5652,52
12102,52
20361,52
3955,52
7220,52
20244,52
2113,52
9610,52
7834,52
5804,52
22106,52
13445,52
13364,52
5052,52
21748,52
3234,52
7668,52
3777,52
6589,52
18899,52
5591,52
10445,52
8598,52
2089,52
17570,52
14841,52
13093,52
10283,52
13238,52
14014,52
8130,52
11680,52
12729,52
15797,52
4587,52
11127,52
2094,52
12767,52
10669,52
22446,52
6923,52
10812,52
21244,51
4377,51
6762,51
2700,51
2314,51
21914,51
1710,51
10377,51
14908,51
18300,51
12176,51
16778,51
3156,51
21840,51
17867,51
20322,51
4632,51
12452,51
6487,51
8219,51
16677,51
15543,51
15079,51
5967,51
17920,51
5802,51
6522,51
15402,51
5299,51
6391,51
19849,51
8190,51
4400,51
20970,51
528,51
20934,51
18422,51
21319,51
1857,51
12746,51
6556,51
919,51
11947,51
1245,51
8064,51
5542,51
10298,51
829,51
14716,51
20980,51
17663,51
15230,51
1317,51
16029,51
13712,51
7067,51
13740,51
5691,51
8054,51
14565,51
6947,51
12928,51
3579,51
5637,51
17781,51
14392,51
2595,51
19569,51
15663,50
1840,50
6183,50
8072,50
12786,50
1212,50
1461,50
22135,50
8147,50
8119,50
5403,50
6174,50
12469,50
234,50
17115,50
14090,50
6115,50
18285,50
2970,50
10288,50
20773,50
15072,50
19808,50
14803,50
5646,50
16887,50
19556,50
17603,50
13340,50
18050,50
11317,50
1226,50
8916,50
20756,50
3404,50
13684,50
7434,50
5895,49
10546,49
13077,49
2723,49
4511,49
14870,49
4293,49
5394,49
7704,49
11348,49
16270,49
21776,49
21915,49
1934,49
4380,49
16987,49
21967,49
2259,49
20136,49
15464,49
19478,49
22181,49
19591,49
18783,49
6145,49
5482,49
12959,49
2515,49
1120,49
13750,49
10609,49
19896,49
21791,49
11049,49
16636,49
10119,49
3222,49
20528,49
14889,49
1462,49
14094,49
256,49
2976,49
8831,49
12045,49
147,49
20032,49
14319,49
13611,49
19141,48
11593,48
1599,48
4300,48
1211,48
5230,48
1789,48
16160,48
10481,48
16149,48
7897,48
11530,48
20170,48
16952,48
7684,48
6702,48
17127,48
3150,48
12409,48
9449,48
8158,48
21163,48
12248,48
11121,48
13149,48
7155,48
18343,48
3185,48
15020,48
8941,48
10345,48
5227,48
16047,48
5865,48
19319,48
6817,48
14338,48
9958,48
7022,48
14262,48
12147,48
16549,48
6499,48
4333,48
6764,48
4856,48
1467,48
17100,47
13521,47
11308,47
2575,47
14325,47
9596,47
12185,47
14210,47
8206,47
9819,47
4840,47
16306,47
21460,47
1896,47
13657,47
13567,47
17507,47
12930,47
16865,47
11351,47
12624,47
14631,47
3072,47
552,47
5828,47
16448,47
6945,47
21527,47
13486,47
10063,47
12530,47
7390,47
12177,47
7731,47
1318,47
5780,47
16614,47
6299,47
695,47
2751,47
2842,47
12309,47
1215,47
17987,47
2524,47
5812,47
9233,46
3120,46
4473,46
11678,46
6471,46
1329,46
6055,46
6728,46
22380,46
3687,46
417,46
20091,46
10020,46
9358,46
12695,46
19548,46
3646,46
4777,46
4643,46
4821,46
11761,46
9700,46
818,46
17967,46
17951,46
19455,46
19334,46
13017,46
16919,46
7802,46
2685,46
16786,46
2482,46
2588,46
2344,46
11301,46
8913,46
6233,46
3697,46
7018,46
12573,46
3874,46
7801,46
17327,46
8548,46
21154,46
6954,46
2387,46
8542,46
16441,45
4848,45
11204,45
13533,45
5551,45
635,45
5721,45
21020,45
2987,45
18550,45
20708,45
5127,45
8767,45
6665,45
17212,45
16282,45
1592,45
18164,45
17443,45
2219,45
7534,45
9859,45
4409,45
6729,45
1574,45
19699,45
9347,45
8823,45
5916,45
10253,45
12892,45
9916,45
12404,45
11292,45
16774,45
12465,45
19197,45
1465,45
17477,45
7487,45
2133,45
9048,45
13568,45
12086,45
21176,45
9933,45
20950,45
102,45
5502,45
15782,45
5362,45
9826,45
1311,45
16309,45
13043,45
19689,45
2736,45
13678,45
16531,45
3000,45
17625,45
8210,45
11776,45
21417,44
12889,44
13882,44
20079,44
5823,44
18356,44
11729,44
4486,44
11355,44
4523,44
1773,44
3554,44
18187,44
5255,44
6217,44
2496,44
3331,44
13258,44
18717,44
6960,44
12235,44
17504,44
18194,44
21750,44
16731,44
1765,44
15345,44
7761,44
6804,44
156,44
15093,44
4977,44
11725,44
15813,44
1727,44
8817,44
21568,44
1221,44
1847,44
1290,44
4832,44
11088,44
8236,44
19423,44
7293,44
2594,44
7565,44
2203,44
20956,43
10499,43
10037,43
21952,43
188,43
3940,43
7751,43
3067,43
6587,43
18484,43
14247,43
14388,43
15458,43
17381,43
22037,43
3884,43
6457,43
2394,43
5566,43
11789,43
16473,43
794,43
22013,43
1367,43
538,43
20615,43
4893,43
2443,43
8246,43
8462,43
18990,43
5120,43
15706,43
14880,43
2,43
2248,43
8735,43
14477,43
3773,43
4392,43
4596,43
5479,43
8596,43
14369,43
10694,43
21260,43
1830,43
20114,43
9583,43
13256,43
122,43
17893,43
12942,43
151,43
21117,43
1763,43
783,43
1008,43
8587,43
16055,43
148,43
19189,43
10447,43
13596,42
7234,42
5343,42
9037,42
15153,42
10314,42
15572,42
14179,42
21215,42
9878,42
18253,42
18074,42
21566,42
4660,42
8825,42
16803,42
7106,42
13665,42
8124,42
6626,42
5857,42
550,42
7755,42
17942,42
1011,42
21772,42
10420,42
3182,42
21098,42
17404,42
14113,42
12440,42
22180,42
2656,42
10008,42
4992,42
11727,42
20769,42
2174,42
14503,42
7830,42
11165,42
5179,42
9783,42
1509,42
6765,42
21179,42
12315,42
9935,42
13775,42
4017,42
12592,42
2123,42
18472,42
1806,41
20738,41
15579,41
1529,41
14740,41
20954,41
5751,41
10547,41
8162,41
21094,41
5013,41
22445,41
16849,41
18357,41
6855,41
13875,41
15169,41
18852,41
8651,41
11774,41
5471,41
21021,41
3615,41
19998,41
13150,41
13782,41
8402,41
21310,41
11215,41
15540,41
19671,41
1493,41
14881,41
16042,41
12418,41
501,41
3729,41
11111,41
9558,41
2131,41
18488,41
15041,41
10113,41
12954,41
8439,41
15135,41
10437,41
3447,41
11912,41
20401,41
6207,41
10880,41
5867,41
9543,41
17434,41
525,41
1933,41
7959,41
18464,41
15171,41
504,41
16432,41
19502,41
11809,41
12018,41
16255,41
18376,41
12405,41
11172,41
18190,41
20367,41
8325,41
7921,41
20575,41
21882,41
11319,41
9238,41
2749,41
11768,41
20158,41
17873,41
18438,41
5874,41
19542,40
2857,40
6363,40
17332,40
17986,40
14519,40
18700,40
16097,40
13314,40
20981,40
1434,40
4758,40
6983,40
21374,40
3198,40
10346,40
11402,40
12370,40
6769,40
21317,40
3740,40
12898,40
16355,40
13997,40
7852,40
17399,40
9276,40
7909,40
3785,40
8071,40
16863,40
19952,40
5316,40
20901,40
21442,40
6512,40
18010,40
12615,40
21106,40
7659,40
19263,40
8811,40
8921,40
17982,40
1797,40
11181,40
11465,40
824,40
8145,40
13182,40
3414,40
16101,40
16697,40
22463,40
12967,39
18481,39
19544,39
5284,39
15666,39
4358,39
11909,39
43,39
1553,39
13676,39
3541,39
342,39
12776,39
4978,39
6942,39
2460,39
11035,39
11535,39
14529,39
18515,39
6812,39
9754,39
14551,39
16143,39
12913,39
4036,39
15638,39
2585,39
12042,39
19557,39
21757,39
1707,39
5433,39
22216,39
4334,39
4043,39
13128,39
10098,39
11815,39
1413,39
19376,39
14435,39
16224,39
470,39
4899,39
21621,39
9460,39
8098,39
13439,39
6557,39
5932,39
15194,38
22245,38
17393,38
14851,38
20506,38
2623,38
3879,38
6459,38
7413,38
5796,38
7200,38
15759,38
891,38
21113,38
7899,38
19308,38
12814,38
8247,38
18718,38
13702,38
1237,38
7551,38
13096,38
21416,38
535,38
22390,38
863,38
12686,38
5232,38
7648,38
18771,38
12165,38
19337,38
11265,38
13848,38
9548,38
15414,38
8957,38
7882,38
14448,38
19498,38
22449,38
3472,38
8991,38
13872,38
13458,38
16558,38
14093,38
8225,38
13291,38
19677,38
18247,38
10359,38
21643,38
15341,38
9181,38
16678,38
29,37
15237,37
22102,37
9526,37
19259,37
5025,37
20009,37
20359,37
20505,37
5108,37
15914,37
21468,37
20388,37
14293,37
4498,37
3386,37
7271,37
7346,37
4128,37
16292,37
4185,37
17889,37
21419,37
11597,37
370,37
2186,37
11759,37
2418,37
9033,37
13591,37
10799,37
14381,37
8061,37
8134,37
248,37
15259,37
20567,37
21178,37
16667,37
6166,37
4601,37
3991,37
6848,37
15394,37
20036,37
6533,37
2858,37
17546,37
17070,37
20933,37
22097,37
591,37
5383,37
17715,37
13653,37
19874,37
8625,37
1957,37
4710,37
14466,37
17530,37
19172,37
20460,37
2386,37
6330,37
10251,37
3653,37
2271,37
15146,37
6064,37
3047,37
11703,37
21182,37
6571,37
20899,37
10954,37
7393,37
10824,37
15067,37
20683,37
2875,37
11958,37
16458,37
21665,37
1224,36
16100,36
2612,36
2007,36
2611,36
18304,36
3269,36
11090,36
21500,36
6228,36
17921,36
2196,36
19016,36
18412,36
1924,36
12742,36
10608,36
1269,36
8975,36
14455,36
22313,36
5211,36
11496,36
19782,36
2281,36
18315,36
15854,36
9086,36
13716,36
9388,36
12651,36
12810,36
2201,36
18075,36
11429,36
7896,36
21389,36
19034,36
1381,36
17078,36
18844,36
18467,36
15532,36
5226,36
20224,36
15868,36
1544,36
19652,36
22072,36
13584,36
8009,36
19361,36
6436,36
19284,36
4257,36
7964,36
6986,36
11415,36
22111,36
21879,36
10206,36
13535,36
15043,36
7779,36
745,36
8590,36
15109,36
5112,36
594,36
3979,36
15766,36
13165,36
12752,36
2216,36
21281,36
21606,36
2388,36
5889,36
20774,36
15182,36
15611,36
22159,36
6704,36
21183,36
5900,36
14689,36
15659,36
18122,36
16220,36
12817,36
18295,35
10627,35
3866,35
13798,35
17667,35
10282,35
7616,35
13571,35
14420,35
2724,35
12820,35
16041,35
18222,35
13828,35
2360,35
2285,35
3848,35
21077,35
4761,35
2365,35
1437,35
16532,35
5353,35
2925,35
9975,35
9723,35
1647,35
16845,35
20675,35
5543,35
5372,35
8679,35
18370,35
1842,35
20742,35
1122,35
6248,35
4314,35
8868,35
22115,35
4742,35
17674,35
6510,35
7936,35
13515,35
18809,35
2237,35
8384,35
16839,35
6500,35
19911,35
17656,35
17704,35
5868,35
7189,35
19495,35
11252,35
12068,35
10366,35
1057,35
7457,35
2617,35
11394,35
9715,34
18093,34
3489,34
13556,34
17037,34
17710,34
10697,34
19726,34
10956,34
21546,34
1312,34
9099,34
19117,34
586,34
15668,34
17680,34
19436,34
14153,34
2760,34
14904,34
16559,34
15206,34
6505,34
7112,34
11224,34
12973,34
22436,34
1576,34
5098,34
4726,34
859,34
3143,34
8529,34
20978,34
5194,34
7986,34
9611,34
8835,34
17415,34
1000,34
18917,34
10199,34
1187,34
13344,34
9084,34
4248,34
8138,34
20466,34
22294,34
15886,34
20762,34
3083,34
9398,34
10143,34
4457,34
5037,34
5386,34
14276,34
750,34
13072,34
11612,34
12606,34
21887,34
21824,34
16371,34
4441,34
6253,34
6059,34
2096,34
3613,34
15967,34
12313,34
12198,34
1093,34
5470,34
15841,34
10981,34
21866,34
3107,34
11757,34
16469,34
2055,34
14077,34
19350,34
7894,34
16457,34
19394,34
15264,34
19863,34
20500,34
15932,34
19068,34
17154,34
11915,34
10840,34
17637,34
19192,33
19276,33
4935,33
2961,33
17904,33
228,33
12066,33
4307,33
16211,33
20193,33
4095,33
10081,33
19794,33
14823,33
13709,33
6247,33
9953,33
10641,33
5921,33
7416,33
509,33
5993,33
4019,33
8309,33
14482,33
6496,33
21784,33
7658,33
15600,33
9469,33
22366,33
6204,33
8036,33
20501,33
11437,33
8986,33
14414,33
15250,33
846,33
7133,33
2666,33
362,33
4035,33
1798,33
1248,33
9718,33
13667,33
22136,33
11180,33
3022,33
19678,33
8624,33
5819,33
2019,33
15673,33
129,33
6962,33
4913,33
1396,33
20504,33
13508,33
16595,33
9845,33
8474,33
7512,33
13326,33
15285,33
15309,33
18973,33
10488,33
19690,33
13723,32
9775,32
831,32
1905,32
2558,32
16548,32
12396,32
14112,32
4069,32
948,32
18743,32
760,32
20358,32
8023,32
15856,32
5647,32
17522,32
2171,32
9580,32
6347,32
15281,32
7359,32
11981,32
19473,32
15964,32
17628,32
19768,32
7511,32
19017,32
761,32
10788,32
14754,32
2912,32
11684,32
22319,32
20716,32
10930,32
7193,32
182,32
2592,32
380,32
12642,32
13420,32
18468,32
5448,32
1027,32
3278,32
19277,32
15581,32
6982,32
3394,32
20883,32
6850,32
10493,32
5610,32
8185,32
15822,32
20008,32
15179,32
15716,32
21001,32
338,32
13039,32
18607,32
12130,32
5800,32
21243,32
873,32
18937,32
4694,32
11980,32
5629,32
5662,32
2947,32
9152,32
17063,32
5550,32
16742,31
16673,31
16361,31
1200,31
6478,31
11078,31
1799,31
8453,31
3919,31
8802,31
18120,31
8929,31
18427,31
2926,31
8125,31
11929,31
10325,31
10387,31
2687,31
1721,31
11934,31
21034,31
22282,31
56,31
13141,31
22275,31
8654,31
3361,31
3197,31
17658,31
490,31
6863,31
17846,31
18421,31
7125,31
5753,31
6782,31
19228,31
7319,31
12214,31
4107,31
160,31
8733,31
1227,31
16969,31
2870,31
16802,31
11245,31
21544,31
22153,31
5557,31
9846,31
9620,31
15373,31
17488,31
7472,31
17346,31
19331,31
8489,31
15941,31
9301,31
20096,31
9287,31
19637,31
12849,31
2105,31
17117,31
12420,31
11616,31
15044,31
18833,31
13583,31
11892,31
21550,31
9018,31
16707,31
6481,31
3279,31
6601,31
2431,31
3289,31
12575,31
22201,30
3155,30
8872,30
13183,30
3787,30
9004,30
22160,30
21395,30
6830,30
5046,30
516,30
13316,30
2137,30
9060,30
14402,30
16014,30
4515,30
20315,30
7122,30
2270,30
4090,30
1263,30
9581,30
907,30
22303,30
14864,30
11421,30
16884,30
13550,30
1045,30
12411,30
18009,30
5217,30
5094,30
2115,30
7757,30
3895,30
12977,30
507,30
3037,30
10506,30
2739,30
10093,30
18326,30
15908,30
11119,30
15674,30
19920,30
14837,30
15687,30
5156,30
7324,30
9870,30
16825,30
9823,30
21712,30
5475,30
15191,30
4505,30
4605,30
21683,30
17662,30
6424,29
19115,29
11988,29
21690,29
5422,29
6715,29
14878,29
1119,29
9343,29
11236,29
4883,29
5100,29
4086,29
13262,29
18924,29
13092,29
20239,29
5684,29
11117,29
11250,29
16726,29
18502,29
13789,29
18358,29
6397,29
16089,29
6066,29
554,29
2741,29
17554,29
13112,29
6292,29
11516,29
13869,29
3517,29
11457,29
9419,29
18084,29
9350,29
15872,29
21192,29
5266,29
13370,29
205,29
2056,29
5914,29
20654,29
17238,29
20421,29
5578,29
3416,29
6660,29
3682,29
11295,29
4111,29
4628,29
12230,29
16985,29
4853,29
16862,29
4065,29
6573,29
2272,29
8520,29
18619,29
11055,29
2211,29
10705,29
16622,29
7428,29
17072,29
5128,29
6687,29
11405,29
10552,29
19873,29
15477,29
20335,28
8640,28
7010,28
17933,28
18306,28
12448,28
1428,28
10466,28
13424,28
18832,28
15755,28
8554,28
12894,28
14000,28
15833,28
21135,28
6694,28
20953,28
12813,28
9113,28
16699,28
5138,28
10974,28
20688,28
13476,28
13544,28
16257,28
20724,28
12514,28
14228,28
11040,28
4882,28
4730,28
2354,28
20019,28
17395,28
16146,28
14391,28
2634,28
14107,28
15446,28
16125,28
79,28
20581,28
7228,28
8279,28
15400,28
1469,28
13054,28
7859,28
10746,28
5807,28
6369,28
20522,28
19427,28
12999,28
17996,28
22427,28
3006,28
13573,28
14856,28
9421,28
13801,28
15060,28
3719,28
13196,28
7151,28
10621,28
11984,28
22045,28
14151,28
19005,28
12598,28
10286,28
18415,28
2468,28
15376,28
17024,28
1161,28
1337,28
3576,28
7513,28
11605,28
14328,28
6768,28
14239,28
13234,28
9121,28
10858,28
18021,28
11443,28
19026,28
15831,28
18704,28
5407,28
6206,28
12553,28
9494,28
13245,28
5060,28
3213,28
20602,28
4184,28
13675,28
2372,28
582,28
5015,28
4285,28
19815,28
13824,28
15357,28
9660,28
5402,28
13132,28
16491,28
6426,28
9087,28
571,28
16692,28
11697,28
11173,28
21991,28
1718,28
19158,27
7664,27
7847,27
8881,27
13286,27
13283,27
21745,27
20422,27
15372,27
15401,27
9450,27
5926,27
12599,27
7398,27
21774,27
13273,27
4592,27
1012,27
7680,27
3318,27
17014,27
17845,27
1999,27
1595,27
6822,27
13854,27
13153,27
5559,27
14411,27
18121,27
12416,27
5171,27
16019,27
8359,27
8618,27
16166,27
7835,27
11170,27
16324,27
9682,27
1588,27
16876,27
8912,27
7461,27
21960,27
8295,27
11699,27
8106,27
21837,27
10738,27
5324,27
18868,27
14712,27
20283,27
22194,27
17023,27
4584,27
14320,27
5387,27
11994,27
3673,27
15954,27
18679,27
4451,27
15658,27
13697,27
9417,27
6224,27
15850,27
13814,27
2459,27
6898,27
8515,27
12267,27
5927,27
19805,27
22424,27
289,27
7806,27
15064,27
15783,27
21850,27
8585,27
19945,27
4888,27
17565,27
13753,27
10328,27
12804,27
9559,27
91,27
5702,27
14487,27
20639,27
14242,26
19054,26
9102,26
21439,26
21885,26
5964,26
1887,26
12670,26
2021,26
18287,26
7127,26
20373,26
3853,26
17337,26
11259,26
3751,26
6735,26
2979,26
145,26
4934,26
18166,26
10088,26
1795,26
16444,26
15982,26
6772,26
756,26
6103,26
14041,26
16038,26
17128,26
16982,26
6545,26
16693,26
3418,26
150,26
5879,26
11099,26
7510,26
7591,26
8490,26
14160,26
17192,26
19970,26
18349,26
16367,26
15134,26
16852,26
3647,26
12238,26
18541,26
7870,26
10529,26
18492,26
19222,26
9923,26
12204,26
15678,26
20259,26
6365,26
15407,26
2613,26
17849,26
11921,26
18820,26
21347,26
12918,26
16776,26
14971,26
8573,26
15810,26
10402,26
21257,26
10157,26
21929,26
14603,26
6987,26
763,26
1872,26
14662,26
21505,26
18791,26
12167,26
2469,26
10175,26
19927,26
4472,26
19232,26
4998,26
8380,26
14125,26
9481,26
12468,26
19871,26
20832,26
5538,26
20689,26
19079,26
759,26
21210,26
723,26
4612,26
17158,26
3335,26
1502,26
12678,26
2512,26
10522,26
13668,26
2774,26
19505,26
14913,26
16279,26
20537,26
6031,26
3788,26
13302,26
5385,25
8636,25
4552,25
13226,25
19540,25
19274,25
1547,25
13004,25
6957,25
8695,25
16394,25
12578,25
16543,25
19367,25
10149,25
20363,25
20841,25
8746,25
17907,25
18456,25
22119,25
925,25
11360,25
6327,25
12188,25
22340,25
9725,25
13694,25
226,25
3953,25
17162,25
3887,25
2383,25
12789,25
14601,25
14992,25
18969,25
10721,25
12264,25
19379,25
22175,25
3207,25
871,25
20869,25
20497,25
17098,25
17852,25
21583,25
16455,25
16147,25
9911,25
5688,25
17088,25
20269,25
17938,25
22370,25
11321,25
15232,25
17042,25
5168,25
10977,25
18919,25
18943,25
13771,25
2539,25
7203,25
7447,25
6910,25
3762,25
1533,25
6200,25
18987,25
7768,25
11696,25
13741,25
21282,25
10543,25
12152,25
1053,25
10919,25
5292,25
20831,25
21994,25
14025,25
7568,25
18597,25
5854,25
542,25
13154,25
6007,25
21048,25
643,25
17475,25
7951,25
14086,25
3401,25
16245,25
13131,25
13324,25
20458,25
6727,25
9740,25
10294,25
1929,25
8143,25
8797,25
2570,24
4509,24
6614,24
3200,24
5287,24
2508,24
3766,24
10864,24
6022,24
16256,24
4116,24
11113,24
10475,24
5664,24
1252,24
6332,24
15806,24
16487,24
17769,24
1323,24
7265,24
19195,24
5878,24
12656,24
13987,24
19949,24
20782,24
22332,24
12703,24
4067,24
5121,24
12667,24
7585,24
1829,24
16358,24
6060,24
10731,24
16493,24
21781,24
18320,24
11152,24
11633,24
11092,24
16992,24
6285,24
19333,24
18734,24
19358,24
3957,24
6752,24
6904,24
14009,24
16666,24
18088,24
6214,24
3550,24
17318,24
6023,24
14760,24
18503,24
11512,24
17417,24
13767,24
16578,24
9206,24
13350,24
14544,24
15377,24
1649,24
2074,24
20054,24
505,24
15505,24
8877,24
16241,24
18983,24
14960,24
15651,24
20396,24
8372,24
3192,24
7990,24
19938,24
7263,24
8933,24
4946,24
21761,24
630,24
2326,24
9333,24
21297,24
1742,24
10793,24
3830,24
6774,24
336,24
17473,24
5920,24
6203,24
15913,24
6701,24
13116,24
16577,24
18016,24
19607,24
2121,24
14117,23
12148,23
13695,23
656,23
15571,23
5396,23
16625,23
1427,23
2181,23
16635,23
1988,23
11207,23
11672,23
16480,23
10108,23
22186,23
10061,23
2112,23
4034,23
14295,23
3457,23
3353,23
962,23
17784,23
3436,23
9944,23
2275,23
13339,23
51,23
22122,23
22127,23
7509,23
4938,23
16681,23
4507,23
15192,23
22361,23
1425,23
17436,23
13639,23
6820,23
11688,23
6628,23
20734,23
8357,23
14691,23
13607,23
19560,23
2973,23
15816,23
19207,23
8347,23
9847,23
14734,23
1880,23
3,23
6689,23
17271,23
8871,23
14256,23
2640,23
14490,23
12356,23
15031,23
17543,23
6767,23
11282,23
12399,23
4012,23
2229,23
20202,23
14769,23
20000,23
4160,23
6324,23
524,23
21612,23
5450,23
2034,23
3738,23
11412,23
6082,23
12638,23
19818,23
18564,23
22133,23
1177,23
17287,23
1981,23
10341,23
4245,23
663,23
13990,23
6654,23
22010,23
13006,23
3832,23
7843,23
10658,23
18123,23
7864,23
