id,inDegree
11616,16
21117,16
18806,16
19371,16
19310,16
3832,16
14216,16
10993,16
21734,16
16874,16
12760,16
20383,16
17637,16
19529,16
14640,16
16851,16
22289,16
22245,15
6721,15
14719,15
3741,15
10779,15
7827,15
13787,15
6361,15
14116,15
17667,15
11074,15
9117,15
19190,15
2700,15
14547,15
14868,15
7076,15
18689,15
18521,15
9203,15
20954,15
9110,15
18220,15
12597,15
15021,15
10905,15
19967,15
12813,15
14280,15
21457,15
20981,15
5926,15
17526,15
17309,15
16971,15
6151,15
3407,15
17692,15
20239,15
7026,15
5325,15
8038,15
5778,15
10387,15
20363,15
19749,15
9869,15
11268,15
19113,15
21915,15
10411,15
14123,15
8664,15
18200,15
14248,15
13184,15
16641,15
12937,15
13707,15
20736,15
21460,15
7556,15
19503,15
17491,15
17537,15
20167,15
22256,15
9546,15
15311,15
13224,15
6823,15
12898,15
19383,15
11650,15
21255,15
20731,15
14576,15
19583,15
6083,15
14282,15
22140,15
13769,15
22070,15
10062,15
9024,15
6807,15
784,15
20412,15
5655,15
19451,15
12503,15
16003,15
4917,15
2664,15
9849,15
18739,15
21163,15
18841,15
7567,15
15387,15
15150,15
10405,15
11716,15
17550,15
18783,15
6244,15
18296,15
21166,15
19124,15
22294,15
13608,15
10751,15
14113,15
14253,15
11984,15
17750,15
13001,15
16879,15
21544,15
6633,15
10598,15
12902,15
4991,15
16870,15
15267,15
14902,15
11189,15
8045,15
5066,15
19075,15
14841,15
13958,15
16794,15
21221,15
17881,15
7848,15
14364,15
12625,15
14842,15
12946,15
16047,15
11444,15
19131,15
8988,15
18727,15
5011,15
21918,15
22222,15
17457,15
4689,15
16551,15
6233,15
7979,15
8925,15
11427,15
21047,15
8579,15
19176,15
15502,15
10727,15
19628,15
1375,15
11033,15
19742,15
9736,15
11172,15
21048,15
11867,15
11488,15
7086,15
13853,15
18112,15
15294,15
12507,15
18651,15
20995,15
13425,15
13835,15
21882,15
17426,15
4760,15
4818,15
2284,15
18882,15
16541,15
17264,15
12445,15
10040,15
16347,15
16609,15
7703,15
9940,15
4378,15
5285,15
8395,15
8006,15
14911,15
21683,15
14936,15
3805,15
5923,15
7130,15
13509,15
17558,15
21417,15
14825,15
21885,15
17699,15
19438,15
5230,15
16043,15
10108,15
17921,15
16010,15
18120,15
4284,15
18513,15
21314,15
14052,15
10665,15
19580,15
20136,15
22026,15
6277,15
13153,15
18629,15
19017,15
19334,15
12381,15
14780,15
12337,15
17841,15
20151,15
14847,15
15082,15
12404,15
9366,15
15022,15
15329,15
19123,15
15920,15
17301,15
20769,15
19304,15
8160,15
15165,15
18109,15
17191,15
20715,15
14020,15
16806,15
11373,15
14466,15
19650,15
22158,15
10319,15
15748,15
20385,15
19863,15
10604,15
19827,15
20506,15
22383,15
19522,15
12347,15
20401,15
1198,15
16533,15
17973,15
9618,14
21121,14
17454,14
10923,14
6162,14
5918,14
5208,14
14043,14
20856,14
4235,14
16625,14
8267,14
4732,14
9218,14
14787,14
14015,14
17125,14
11627,14
12203,14
11201,14
15775,14
21215,14
8336,14
19934,14
21131,14
21627,14
13727,14
15381,14
14860,14
13314,14
12684,14
19204,14
16136,14
15620,14
8855,14
8483,14
11229,14
16849,14
13170,14
12062,14
14764,14
11034,14
17030,14
1149,14
1368,14
14220,14
16648,14
15056,14
6457,14
19436,14
10643,14
19398,14
8068,14
17549,14
22106,14
11899,14
12375,14
16587,14
14812,14
7075,14
10698,14
15987,14
16681,14
7760,14
14637,14
9151,14
13893,14
13121,14
2051,14
20198,14
13293,14
17221,14
6164,14
22277,14
22207,14
21767,14
20645,14
20797,14
2610,14
19733,14
16153,14
11942,14
6936,14
14234,14
5600,14
7078,14
9209,14
7216,14
8255,14
14122,14
4382,14
6782,14
16976,14
20236,14
11927,14
15126,14
14332,14
15035,14
4737,14
20224,14
9974,14
14929,14
12977,14
20075,14
10126,14
13600,14
12829,14
10400,14
3429,14
17477,14
3242,14
14256,14
19793,14
16793,14
17744,14
16857,14
20693,14
8149,14
17362,14
15020,14
9990,14
19365,14
3160,14
16040,14
20108,14
15959,14
14461,14
19631,14
12086,14
21890,14
5019,14
19558,14
17588,14
5132,14
15075,14
4909,14
15907,14
16432,14
5207,14
10600,14
20997,14
10093,14
19172,14
16539,14
17583,14
5623,14
12302,14
14853,14
19240,14
11964,14
15908,14
15700,14
4527,14
5663,14
7634,14
19311,14
15218,14
12483,14
15351,14
9301,14
2103,14
10479,14
11482,14
21581,14
10142,14
21179,14
8516,14
10926,14
17799,14
13807,14
15186,14
7057,14
21001,14
17069,14
15044,14
19908,14
18418,14
9352,14
14722,14
5890,14
11801,14
17991,14
17472,14
22417,14
21828,14
9646,14
10331,14
13193,14
19677,14
21407,14
17863,14
20478,14
20395,14
14513,14
21712,14
11922,14
16176,14
6420,14
19050,14
16101,14
16458,14
17120,14
17153,14
10778,14
21665,14
14772,14
11067,14
9594,14
11200,14
13302,14
8542,14
15371,14
11771,14
21041,14
20062,14
19544,14
10948,14
6236,14
12081,14
13399,14
17443,14
7785,14
16306,14
12807,14
20187,14
15540,14
10542,14
22079,14
7170,14
18422,14
12643,14
21486,14
20654,14
16302,14
16623,14
17543,14
21176,14
21219,14
17574,14
19498,14
9172,14
15941,14
17073,14
8502,14
12425,14
19956,14
21210,14
2751,14
19843,14
18634,14
7655,14
15130,14
14047,14
20365,14
21680,14
17604,14
19032,14
22216,14
8913,14
21106,14
17425,14
20349,14
16766,14
16549,14
16954,14
21094,14
18206,14
16712,14
18979,14
16896,13
15663,13
20226,13
16828,13
15799,13
3252,13
15315,13
10246,13
13960,13
9852,13
7408,13
13859,13
6086,13
6933,13
8452,13
16016,13
6113,13
7618,13
21468,13
5228,13
12786,13
16480,13
7493,13
6763,13
8630,13
14136,13
21914,13
16181,13
10258,13
8572,13
4677,13
11235,13
20953,13
12682,13
18473,13
22400,13
17889,13
17509,13
14683,13
9936,13
15458,13
16514,13
21580,13
21023,13
21776,13
17867,13
7812,13
5122,13
17312,13
22037,13
9222,13
3996,13
18273,13
1476,13
10641,13
21630,13
11986,13
9304,13
8197,13
22122,13
2874,13
8392,13
10049,13
1987,13
20164,13
21186,13
14111,13
8218,13
14702,13
20542,13
19672,13
16438,13
2474,13
9371,13
12036,13
21317,13
4227,13
16532,13
18075,13
21573,13
11571,13
11897,13
6550,13
13112,13
7458,13
12761,13
16760,13
5443,13
8903,13
4560,13
3935,13
14814,13
4401,13
9850,13
10760,13
9710,13
13119,13
7269,13
10747,13
19051,13
18285,13
9563,13
5478,13
16876,13
12181,13
8312,13
17504,13
19203,13
12407,13
21676,13
11125,13
10805,13
12218,13
11890,13
21781,13
21356,13
19387,13
20375,13
12701,13
3891,13
18320,13
7409,13
9992,13
13557,13
20466,13
22319,13
18862,13
22370,13
3911,13
4440,13
19197,13
10894,13
12806,13
17884,13
6041,13
7355,13
18810,13
8755,13
14880,13
17546,13
14290,13
14490,13
16505,13
7487,13
10482,13
21329,13
11727,13
14003,13
18317,13
12226,13
5843,13
10347,13
17674,13
10794,13
8204,13
16566,13
15399,13
7247,13
21929,13
17635,13
9606,13
20305,13
5977,13
3965,13
15181,13
15904,13
14662,13
14889,13
15782,13
19403,13
12157,13
7731,13
7161,13
3912,13
1123,13
14094,13
8477,13
8813,13
6962,13
16558,13
19376,13
10341,13
3705,13
15766,13
15953,13
11541,13
5156,13
16622,13
4864,13
18337,13
21154,13
17566,13
15005,13
7383,13
11778,13
11372,13
2245,13
8178,13
9727,13
15039,13
14606,13
17239,13
15410,13
16720,13
13439,13
20458,13
13631,13
16970,13
15835,13
4453,13
21175,13
20772,13
15141,13
1431,13
18928,13
22170,13
11143,13
8965,13
13885,13
21020,13
15697,13
20373,13
16315,13
12574,13
13275,13
18606,13
16149,13
14858,13
9072,13
7871,13
19195,13
15066,13
19134,13
21034,13
21310,13
10065,13
19641,13
18918,13
19412,13
15820,13
20734,13
13378,13
21058,13
20716,13
21416,13
19799,13
17849,13
12187,13
13486,13
20933,13
21696,13
21879,13
20980,13
10506,13
15728,13
21525,13
14909,13
20114,13
16614,13
12942,13
9935,13
17851,13
8263,13
13747,13
19147,13
12065,13
18438,13
11579,13
16100,13
13527,13
13172,13
21590,13
21408,13
21146,13
8113,13
19005,13
7625,13
13881,13
19181,13
10314,13
22180,13
18730,12
11745,12
6892,12
11345,12
6230,12
19646,12
19542,12
8057,12
17022,12
19540,12
20956,12
10622,12
15579,12
11913,12
11953,12
15755,12
15607,12
15603,12
12348,12
18007,12
7586,12
11569,12
15937,12
21500,12
21436,12
13125,12
5051,12
12578,12
17321,12
6738,12
14870,12
10368,12
9204,12
16292,12
9602,12
4402,12
22445,12
10761,12
5848,12
18379,12
8751,12
9227,12
7642,12
20722,12
10446,12
8268,12
19117,12
18710,12
16282,12
5821,12
14388,12
19082,12
20245,12
7265,12
17907,12
22267,12
16444,12
7388,12
18911,12
14241,12
11509,12
16191,12
18262,12
4042,12
14762,12
3094,12
16743,12
15630,12
13235,12
20644,12
7470,12
9126,12
7791,12
13445,12
21038,12
9257,12
22127,12
6686,12
16987,12
12492,12
7150,12
14783,12
8675,12
21538,12
2455,12
12480,12
12907,12
11451,12
17782,12
21021,12
9420,12
17236,12
19806,12
11446,12
5755,12
6714,12
16073,12
16019,12
5093,12
14891,12
12879,12
11108,12
14346,12
19712,12
10275,12
17658,12
14955,12
19034,12
9731,12
17846,12
11457,12
7471,12
19455,12
19504,12
9118,12
9275,12
19042,12
10809,12
12403,12
16212,12
18515,12
6018,12
9705,12
7761,12
6320,12
5828,12
15199,12
7208,12
20773,12
17289,12
14308,12
14250,12
21337,12
9574,12
5335,12
14712,12
4969,12
20741,12
3679,12
19511,12
12227,12
1271,12
16864,12
20762,12
8191,12
16802,12
9106,12
16034,12
10890,12
4061,12
21942,12
6477,12
20901,12
10303,12
16213,12
5428,12
9141,12
3334,12
19581,12
16236,12
8936,12
13325,12
13935,12
18107,12
12836,12
5951,12
18987,12
9988,12
13752,12
10984,12
11877,12
8565,12
17528,12
12261,12
11453,12
10203,12
8327,12
8533,12
17242,12
2374,12
21568,12
6959,12
12419,12
18021,12
19020,12
6376,12
20260,12
4283,12
18353,12
14661,12
11732,12
19796,12
22073,12
10618,12
21505,12
19739,12
22449,12
19805,12
18694,12
6206,12
9692,12
15771,12
19038,12
17050,12
6661,12
11302,12
12038,12
10960,12
10526,12
14821,12
12976,12
19263,12
8169,12
17358,12
12693,12
16727,12
8324,12
12603,12
3487,12
16309,12
20600,12
13059,12
12007,12
20756,12
13698,12
11055,12
11703,12
9769,12
17656,12
3223,12
12696,12
8548,12
6163,12
8663,12
11181,12
16469,12
20216,12
14741,12
14403,12
10372,12
8014,12
15544,12
13114,12
16941,12
13824,12
9018,12
13244,12
7289,12
17072,12
18149,12
4031,12
11194,12
18497,12
14669,12
13005,12
20917,12
9973,12
10443,12
3062,12
15342,12
14371,12
10294,12
16413,12
19873,12
19947,12
10781,12
16482,12
18064,12
10770,12
11232,12
10488,12
6490,12
14083,12
13578,12
22201,12
13248,12
19054,12
17332,12
9019,12
7796,12
1905,12
5099,12
14560,12
18550,12
12124,12
18394,12
7897,12
8454,12
13975,12
9503,12
3513,12
16038,12
10810,12
11600,12
20022,12
8619,12
17398,12
22361,12
12984,12
11777,12
19478,12
10529,12
19610,12
13721,12
12892,12
19772,12
16774,12
9331,12
9590,12
9658,12
14956,12
15593,12
15462,12
16403,12
9675,12
5586,12
15797,12
20545,12
14125,12
22133,12
10098,12
9507,12
5033,12
18301,12
15406,12
15635,12
16692,12
17772,12
17662,12
19858,12
13303,12
16606,12
15500,12
11597,12
18183,12
21845,12
15761,12
20765,12
20898,12
22390,12
22097,12
21887,12
16531,12
15677,12
18924,12
18723,12
6512,12
10636,11
22102,11
19639,11
14005,11
20588,11
13242,11
8846,11
7540,11
2882,11
13679,11
20249,11
1374,11
4729,11
9818,11
18613,11
12113,11
5947,11
12619,11
6331,11
14325,11
5826,11
14179,11
12915,11
18581,11
9745,11
16536,11
15503,11
9045,11
11046,11
19563,11
8237,11
6337,11
10095,11
15354,11
14115,11
5664,11
10970,11
19726,11
19367,11
8819,11
21374,11
17212,11
3469,11
15851,11
5237,11
8891,11
19076,11
14958,11
7670,11
8293,11
11537,11
18164,11
20118,11
16027,11
13225,11
12934,11
6895,11
17040,11
10980,11
19148,11
16340,11
20972,11
7153,11
51,11
15097,11
19548,11
15543,11
5097,11
13202,11
8974,11
3558,11
6725,11
5715,11
19594,11
8621,11
7749,11
21923,11
20581,11
21751,11
10273,11
12658,11
21937,11
7706,11
13657,11
7536,11
12511,11
16472,11
2824,11
22188,11
19998,11
17507,11
4755,11
15760,11
3103,11
11336,11
12595,11
15134,11
4152,11
13120,11
8631,11
21902,11
17823,11
17300,11
6815,11
11423,11
5215,11
22175,11
5716,11
8574,11
9143,11
15213,11
13012,11
18475,11
21895,11
9558,11
10173,11
11565,11
14895,11
21192,11
14682,11
20934,11
14678,11
12564,11
18436,11
14229,11
20070,11
15532,11
18370,11
21319,11
22453,11
7066,11
9173,11
11905,11
11292,11
15868,11
1745,11
18990,11
16129,11
9572,11
9039,11
22194,11
11822,11
13237,11
17020,11
21365,11
12601,11
3783,11
11947,11
12850,11
12186,11
4825,11
17070,11
4503,11
15003,11
5681,11
12324,11
21791,11
11543,11
15124,11
14666,11
8968,11
19337,11
17570,11
9930,11
14971,11
14503,11
11265,11
7562,11
3695,11
20950,11
21824,11
3451,11
10590,11
18468,11
15359,11
16889,11
10772,11
7347,11
15043,11
17346,11
21043,11
11180,11
8671,11
9661,11
10730,11
4328,11
8508,11
10512,11
15616,11
6308,11
1462,11
21118,11
13027,11
20460,11
11242,11
5516,11
5539,11
21208,11
15142,11
20832,11
8613,11
6466,11
18597,11
17733,11
8520,11
10186,11
3956,11
19470,11
11762,11
11410,11
10829,11
11467,11
8687,11
20396,11
17158,11
3896,11
21182,11
12077,11
13039,11
12130,11
5029,11
20218,11
14796,11
14685,11
15391,11
21814,11
17090,11
8633,11
8070,11
4420,11
9239,11
4843,11
21243,11
13291,11
10992,11
4333,11
4516,11
15182,11
17625,11
9743,11
20500,11
18247,11
16650,11
4423,11
12908,11
21685,11
5897,11
8292,11
4373,11
22159,11
20032,11
3678,11
9065,11
21430,11
5713,11
12481,11
11548,11
10256,11
1827,11
7473,11
20914,11
18016,11
8333,11
20738,11
13317,11
18038,11
17904,11
20618,11
14878,11
12224,11
16211,11
17682,11
10060,11
11527,11
9716,11
15695,11
10033,11
13849,11
17428,11
21077,11
6101,11
9644,11
12023,11
16680,11
20474,11
16901,11
13869,11
20936,11
7380,11
8760,11
19849,11
20161,11
8190,11
20615,11
15464,11
20784,11
13994,11
16919,11
22427,11
22343,11
17938,11
16264,11
20612,11
15250,11
20766,11
14759,11
19361,11
13497,11
17610,11
17715,11
17470,11
9933,11
22111,11
13688,11
17663,11
16392,11
15850,11
21311,11
21677,11
21309,11
16578,11
8103,11
10175,11
19502,11
6641,11
9481,11
16620,11
10925,11
15272,11
14857,11
18376,11
13482,11
14478,11
17982,11
7089,11
18937,11
15264,11
22463,11
18973,11
20627,11
20399,11
21504,11
11090,11
2593,11
16646,11
12586,11
21551,11
19405,11
21913,11
19320,11
16371,11
14407,11
18326,11
122,11
17047,11
20897,11
14524,11
22303,11
20843,11
15954,11
6642,11
7950,11
19352,11
15935,11
17987,11
17986,11
19591,11
18771,11
19277,11
13723,10
13460,10
18295,10
19158,10
19115,10
8209,10
6156,10
21690,10
16276,10
5339,10
16361,10
17100,10
11678,10
13521,10
20443,10
20590,10
17438,10
10861,10
4819,10
11894,10
7384,10
15249,10
16079,10
15153,10
14001,10
10603,10
6231,10
20829,10
1969,10
4656,10
11909,10
5517,10
11492,10
8321,10
4275,10
9349,10
16041,10
20361,10
13239,10
516,10
20723,10
10608,10
12960,10
4579,10
14823,10
10560,10
12880,10
19062,10
18356,10
18484,10
7816,10
21774,10
21741,10
7828,10
19014,10
15107,10
20841,10
8920,10
12995,10
12940,10
12354,10
9647,10
18912,10
11160,10
5570,10
6580,10
17456,10
10245,10
6383,10
22405,10
9455,10
17452,10
11759,10
17787,10
8396,10
22340,10
9844,10
3870,10
9560,10
6781,10
16803,10
15206,10
22275,10
14341,10
2018,10
16473,10
8242,10
14652,10
7926,10
17522,10
4109,10
16676,10
18244,10
4804,10
6139,10
16120,10
7924,10
11808,10
6115,10
20319,10
13102,10
15337,10
10269,10
9318,10
13550,10
16736,10
6154,10
12235,10
16005,10
20430,10
21583,10
9052,10
20138,10
11066,10
10731,10
2434,10
2085,10
10734,10
10210,10
7912,10
11583,10
17996,10
6404,10
10525,10
7710,10
15970,10
14697,10
10904,10
8347,10
19923,10
12454,10
8843,10
3726,10
10843,10
8277,10
12285,10
13806,10
16448,10
12020,10
8753,10
10673,10
17404,10
8220,10
5456,10
5356,10
13149,10
9171,10
7793,10
12112,10
11015,10
7821,10
5329,10
4471,10
15638,10
20117,10
13484,10
11921,10
6276,10
3277,10
20421,10
12092,10
22153,10
8807,10
11855,10
14480,10
4071,10
19358,10
18745,10
9846,10
6181,10
4483,10
5542,10
11339,10
6588,10
12321,10
10345,10
14716,10
3342,10
6767,10
15879,10
17876,10
13653,10
4111,10
13238,10
17318,10
4233,10
11976,10
14014,10
6388,10
5699,10
7063,10
15367,10
5492,10
11547,10
20000,10
12230,10
6597,10
5531,10
7969,10
7043,10
7162,10
13056,10
3981,10
10679,10
6218,10
14865,10
4536,10
15507,10
7374,10
7784,10
21046,10
13712,10
8473,10
4851,10
18804,10
13106,10
18564,10
5538,10
12190,10
17882,10
2311,10
3839,10
16488,10
16932,10
17893,10
15025,10
19220,10
14435,10
10334,10
11213,10
7767,10
18983,10
2597,10
15687,10
5678,10
17142,10
7813,10
11059,10
20713,10
22123,10
13508,10
10027,10
16630,10
10633,10
12928,10
6947,10
13757,10
15524,10
1901,10
13886,10
20899,10
4419,10
16414,10
16245,10
13205,10
7570,10
16509,10
11306,10
20906,10
19948,10
19673,10
16708,10
4794,10
12804,10
19576,10
20774,10
4269,10
20683,10
8498,10
13155,10
7361,10
2239,10
16260,10
9430,10
7480,10
9087,10
15459,10
9709,10
15285,10
18424,10
22428,10
1985,10
16222,10
14392,10
14706,10
10083,10
15641,10
11916,10
11030,10
5501,10
13611,10
7431,10
15643,10
9550,10
9152,10
21991,10
7272,10
11359,10
15194,10
10627,10
10123,10
20009,10
18094,10
18860,10
18801,10
18611,10
19385,10
19794,10
11013,10
16699,10
14753,10
21566,10
11355,10
16257,10
18166,10
16293,10
16951,10
14536,10
20315,10
2027,10
20358,10
17883,10
12188,10
8825,10
17115,10
13575,10
9760,10
5206,10
19019,10
16166,10
13997,10
16324,10
17942,10
14754,10
10451,10
17678,10
7329,10
6812,10
21837,10
11534,10
14734,10
21098,10
14133,10
12489,10
10048,10
13772,10
15405,10
8465,10
17203,10
19738,10
19663,10
15414,10
21442,10
19049,10
19118,10
10543,10
20673,10
22424,10
15967,10
18318,10
19402,10
20805,10
19920,10
18143,10
11413,10
12420,10
13961,10
10034,10
20367,10
12329,10
13450,10
19945,10
12449,10
7163,10
16055,10
4558,10
8901,10
14223,10
10080,10
17571,10
19258,10
21554,10
8419,10
21439,10
21244,10
11078,10
18700,10
2615,10
22119,10
16616,10
14225,10
22183,10
4573,10
6522,10
21600,10
16054,10
20791,10
20680,10
20752,10
14533,10
15949,10
3278,10
21282,10
16029,10
20509,10
21297,10
17473,10
14440,10
11269,10
22268,10
19326,10
21878,10
19959,10
14960,10
19983,10
20639,10
19141,10
21454,10
18194,10
21757,10
20202,10
20746,10
7635,9
17135,9
12846,9
20257,9
7233,9
5799,9
8977,9
6130,9
3382,9
19276,9
22331,9
6313,9
8254,9
20250,9
11830,9
15116,9
6956,9
14040,9
8042,9
961,9
15313,9
16097,9
11461,9
14293,9
17387,9
20380,9
20369,9
20193,9
6646,9
9113,9
10481,9
6566,9
12742,9
6100,9
21760,9
17337,9
20688,9
3731,9
12599,9
16195,9
10697,9
21693,9
7892,9
14530,9
14975,9
4434,9
17739,9
9060,9
21546,9
19332,9
14596,9
3319,9
5684,9
10216,9
16014,9
9521,9
17769,9
6202,9
4477,9
16487,9
1330,9
6703,9
19608,9
18502,9
21053,9
21466,9
4232,9
3514,9
8126,9
7452,9
6397,9
4747,9
16214,9
7684,9
19487,9
17468,9
2444,9
14204,9
9725,9
22391,9
11963,9
10799,9
22212,9
1849,9
4534,9
10803,9
18927,9
11442,9
5921,9
18921,9
4910,9
4938,9
6399,9
21867,9
17845,9
8715,9
21985,9
5967,9
17474,9
21113,9
18622,9
6147,9
1783,9
9541,9
2673,9
7341,9
17554,9
13311,9
6347,9
14104,9
17920,9
16453,9
13639,9
12930,9
22295,9
11061,9
9975,9
16865,9
859,9
10968,9
11879,9
6414,9
11215,9
12379,9
6208,9
15655,9
22002,9
15321,9
19406,9
9325,9
12735,9
13643,9
19711,9
9469,9
9808,9
19768,9
14631,9
21434,9
16643,9
16147,9
17776,9
4549,9
6743,9
9462,9
6142,9
7005,9
6344,9
5372,9
17088,9
12650,9
21823,9
14611,9
14838,9
17684,9
6848,9
15678,9
5147,9
15394,9
9754,9
15704,9
12997,9
1998,9
21167,9
15718,9
11137,9
17683,9
7553,9
7136,9
16992,9
21861,9
20574,9
20283,9
15232,9
6384,9
8394,9
18953,9
9077,9
3263,9
10849,9
20418,9
10437,9
7311,9
17271,9
8895,9
14873,9
10771,9
18734,9
13511,9
3862,9
18943,9
20172,9
10797,9
10445,9
10090,9
4118,9
8411,9
19151,9
15840,9
14151,9
7549,9
8258,9
8941,9
2058,9
6271,9
18180,9
7799,9
7083,9
3374,9
13062,9
8641,9
12399,9
10025,9
13848,9
4265,9
17728,9
13093,9
14156,9
20185,9
8735,9
10221,9
3993,9
5318,9
19874,9
14760,9
11952,9
14834,9
14978,9
6799,9
9408,9
14792,9
13814,9
21749,9
19026,9
11293,9
6107,9
7258,9
19375,9
17603,9
2252,9
4930,9
1053,9
10102,9
9601,9
13918,9
11082,9
13861,9
2208,9
15431,9
13245,9
8991,9
21341,9
9901,9
17459,9
8720,9
6899,9
21792,9
10394,9
9826,9
3529,9
16137,9
8921,9
10815,9
5460,9
14099,9
11050,9
15719,9
6064,9
18190,9
5695,9
7218,9
3074,9
19618,9
21238,9
9637,9
8918,9
4209,9
17327,9
20206,9
12830,9
20728,9
15633,9
18307,9
19706,9
19815,9
8325,9
9053,9
14262,9
217,9
6634,9
9741,9
20595,9
20188,9
7138,9
18853,9
300,9
9870,9
12757,9
9461,9
5379,9
8050,9
20376,9
5637,9
15494,9
9047,9
7600,9
15191,9
12444,9
11948,9
17693,9
4741,9
4064,9
5603,9
16984,9
14689,9
3798,9
10344,9
4779,9
13116,9
15341,9
19189,9
12575,9
19690,9
14174,9
22065,9
5030,9
8304,9
20677,9
13480,9
12044,9
17814,9
21467,9
9332,9
21000,9
7905,9
15666,9
2314,9
14740,9
14519,9
16394,9
16471,9
8762,9
12478,9
18603,9
17834,9
19521,9
20089,9
22313,9
4826,9
10852,9
15668,9
9358,9
9049,9
10309,9
15759,9
20916,9
18591,9
9634,9
21139,9
15435,9
14872,9
13567,9
18568,9
15400,9
8124,9
17725,9
19926,9
14745,9
10746,9
3954,9
21081,9
18009,9
17790,9
8362,9
12245,9
17934,9
12028,9
18084,9
13945,9
16567,9
22019,9
18958,9
21524,9
12072,9
18868,9
21807,9
14274,9
11227,9
5985,9
15472,9
18820,9
10541,9
22045,9
10609,9
12298,9
3020,9
18415,9
18034,9
8471,9
15070,9
19284,9
5314,9
17488,9
15810,9
15171,9
11744,9
18503,9
8603,9
13290,9
15230,9
16084,9
6832,9
20533,9
15831,9
17243,9
9970,9
16415,9
21788,9
19723,9
7252,9
6330,9
12468,9
15660,9
11317,9
19606,9
19689,9
17501,9
21305,9
15179,9
17704,9
18833,9
12309,9
21143,9
12147,9
21495,9
20928,9
9823,9
15202,9
9845,9
21853,9
2049,9
16030,9
20537,9
21142,9
11594,9
15298,9
16807,9
11291,9
12743,9
9994,9
18413,9
15473,9
21445,9
21745,9
18861,9
17972,9
17842,9
15806,9
11021,9
22302,9
8061,9
20140,9
20141,9
20567,9
19379,9
15402,9
18449,9
17415,9
18158,9
21960,9
18487,9
12442,9
17417,9
17530,9
10003,9
21291,9
13850,9
14544,9
18758,9
10251,9
13256,9
17117,9
16241,9
20300,9
13668,9
13753,9
19850,9
19346,9
14319,9
15477,9
18348,9
21252,9
20714,9
20438,9
20869,9
21257,9
22136,9
21135,9
22318,9
20978,9
18899,9
15357,9
17606,9
10782,9
20227,9
11190,8
14832,8
20335,8
18598,8
14496,8
19192,8
17871,8
1921,8
14442,8
7010,8
12272,8
3491,8
12047,8
4187,8
17577,8
17966,8
10520,8
12820,8
12037,8
11308,8
2684,8
16635,8
7096,8
15914,8
11602,8
9004,8
12812,8
9878,8
13718,8
22112,8
6612,8
9596,8
11525,8
3964,8
4084,8
10547,8
5045,8
6393,8
17890,8
10475,8
21775,8
9450,8
18222,8
5634,8
15626,8
20836,8
18500,8
16854,8
13844,8
8117,8
10927,8
10281,8
4188,8
7413,8
8424,8
12617,8
16021,8
14247,8
2922,8
14210,8
21705,8
5070,8
18260,8
19725,8
18566,8
20362,8
21843,8
11250,8
10109,8
7200,8
13875,8
7368,8
10088,8
19187,8
16709,8
17680,8
18954,8
13709,8
18984,8
13789,8
17144,8
12083,8
7873,8
7090,8
14041,8
16375,8
5878,8
13339,8
17170,8
22458,8
2420,8
1761,8
5406,8
14391,8
18459,8
5082,8
3423,8
11370,8
16017,8
3809,8
21132,8
3915,8
8099,8
21008,8
19044,8
6702,8
12096,8
13957,8
11224,8
13364,8
7937,8
6182,8
1273,8
9144,8
11327,8
22263,8
19421,8
11504,8
13928,8
9580,8
6329,8
7212,8
13854,8
5390,8
13150,8
8094,8
5353,8
16547,8
20634,8
17436,8
11535,8
16884,8
8660,8
5910,8
4372,8
21768,8
19931,8
18969,8
6496,8
12409,8
21178,8
18517,8
15964,8
6359,8
15408,8
21844,8
1622,8
9723,8
21635,8
12264,8
19243,8
17159,8
252,8
12091,8
17967,8
5110,8
10139,8
17951,8
16447,8
8199,8
21327,8
11859,8
6540,8
9488,8
10593,8
21738,8
7974,8
7511,8
2805,8
7638,8
6219,8
16455,8
12426,8
17838,8
18446,8
9689,8
18421,8
8535,8
12707,8
6091,8
8823,8
22198,8
13541,8
8158,8
17343,8
5931,8
19560,8
9861,8
3290,8
18071,8
18895,8
14942,8
9377,8
7683,8
6543,8
10461,8
11753,8
8106,8
14330,8
9486,8
15696,8
21273,8
10504,8
12248,8
10444,8
11969,8
8729,8
2732,8
15973,8
11121,8
14212,8
4906,8
16143,8
9456,8
5822,8
4425,8
16556,8
14803,8
15177,8
9276,8
4686,8
15060,8
10085,8
9667,8
1372,8
19519,8
18684,8
2323,8
10621,8
3270,8
14789,8
19952,8
9256,8
12153,8
7210,8
14592,8
12686,8
19704,8
4562,8
10008,8
21102,8
7971,8
8064,8
10352,8
21346,8
13750,8
19779,8
19775,8
22202,8
21072,8
13263,8
2461,8
10351,8
18530,8
9620,8
10571,8
17288,8
3494,8
3555,8
15376,8
21064,8
5509,8
21240,8
18088,8
7456,8
20487,8
6406,8
2754,8
17562,8
11165,8
12856,8
4943,8
9718,8
15519,8
9337,8
6600,8
2843,8
8858,8
17641,8
10335,8
10452,8
13139,8
20814,8
20846,8
10436,8
11424,8
11712,8
3066,8
9003,8
10194,8
15045,8
20883,8
13142,8
8948,8
13453,8
18617,8
14735,8
3677,8
14793,8
22092,8
16839,8
5764,8
22342,8
4472,8
20863,8
16862,8
8911,8
8405,8
15602,8
9752,8
19871,8
8584,8
22276,8
12053,8
17760,8
20689,8
864,8
7100,8
19372,8
19637,8
6125,8
8091,8
